Country;Date;Dummy;Corpo_DR_N;Corpo_DR_q25;Corpo_DR_q50;Corpo_DR_q75;Corpo_DR_WA
United States;30/06/2022;1;17;0.000382272;0.00207174;0.005007833;0.005074059
United States;30/09/2022;1;16;0.00092083;0.004852324;0.014982752;0.008229206
United States;31/12/2022;1;19;0.001238786;0.005088667;0.016125462;0.008208015
United States;31/03/2023;1;16;0.001462574;0.008448404;0.022149299;0.008720081
United States;30/06/2023;1;16;0.001630522;0.005655013;0.018395939;0.009584979
United States;30/09/2023;1;29;0.002799893;0.007890349;0.031456496;0.010094958
United States;31/12/2023;1;23;0.002188823;0.00697244;0.028734994;0.014154408
United States;31/03/2024;1;21;0.001954007;0.007796952;0.035796295;0.015339462
United States;30/06/2024;1;22;0.000884391;0.006150362;0.042141669;0.014099709
United States;30/09/2024;1;21;0.000617975;0.004853764;0.042815083;0.014951971
United States;31/12/2024;1;24;0.000360296;0.007010417;0.029037397;0.011521665
