Date,Austria_GDP,Belgium_GDP,Bulgaria_GDP,Croatia_GDP,Cyprus_GDP,Czechia_GDP,Denmark_GDP,Estonia_GDP,Finland_GDP,France_GDP,Germany_GDP,Hungary_GDP,Ireland_GDP,Italy_GDP,Latvia_GDP,Lithuania_GDP,Luxembourg_GDP,Malta_GDP,Netherlands_GDP,Poland_GDP,Portugal_GDP,Romania_GDP,Slovakia_GDP,Slovenia_GDP,Spain_GDP,Sweden_GDP,Austria_INFLA,Belgium_INFLA,Bulgaria_INFLA,Croatia_INFLA,Cyprus_INFLA,Czechia_INFLA,Denmark_INFLA,Estonia_INFLA,Finland_INFLA,France_INFLA,Germany_INFLA,Hungary_INFLA,Ireland_INFLA,Italy_INFLA,Latvia_INFLA,Lithuania_INFLA,Luxembourg_INFLA,Malta_INFLA,Netherlands_INFLA,Poland_INFLA,Portugal_INFLA,Romania_INFLA,Slovakia_INFLA,Slovenia_INFLA,Spain_INFLA,Sweden_INFLA,Austria_UNEMP,Belgium_UNEMP,Bulgaria_UNEMP,Croatia_UNEMP,Cyprus_UNEMP,Czechia_UNEMP,Denmark_UNEMP,Estonia_UNEMP,Finland_UNEMP,France_UNEMP,Germany_UNEMP,Hungary_UNEMP,Ireland_UNEMP,Italy_UNEMP,Latvia_UNEMP,Lithuania_UNEMP,Luxembourg_UNEMP,Malta_UNEMP,Netherlands_UNEMP,Poland_UNEMP,Portugal_UNEMP,Romania_UNEMP,Slovakia_UNEMP,Slovenia_UNEMP,Spain_UNEMP,Sweden_UNEMP,FCI_house_BE,FCI_corpo_BE,FCI_gov_BE,FCI_total_BE,FCI_house_FR,FCI_corpo_FR,FCI_gov_FR,FCI_total_FR,FCI_house_GE,FCI_corpo_GE,FCI_gov_GE,FCI_total_GE,FCI_house_IT,FCI_corpo_IT,FCI_gov_IT,FCI_total_IT,FCI_house_LU,FCI_corpo_LU,FCI_gov_LU,FCI_total_LU,FCI_house_NT,FCI_corpo_NT,FCI_gov_NT,FCI_total_NT,FCI_house_SP,FCI_corpo_SP,FCI_gov_SP,FCI_total_SP,FCI_house_EU,FCI_corpo_EU,FCI_gov_EU,FCI_total_EU,GDP,Infla,EPU_world,FCI_house,FCI_corpo,FCI_total
2017.75,0.0576409893973113,0.111974467285317,0.0228680323963792,-0.147899644986496,-0.0111549419241727,0.0138338819836845,0.0373361082913775,0.059930515344528,0.0493594591818631,0.0590160207732768,0.0169769979283516,0.0534345263320106,0.0549551171044285,0.0227410696250931,0.0389433932103824,-0.0322352994741274,0.0522253825637753,-0.0309470695599271,0.0299174843464258,0.148388108694382,-0.000934045080613566,0.0806374205428066,-0.0197080709490555,0.0275985946519957,0.0356061998313528,0.152120078034797,112.65,107.14,119.53,108.45,105.24,122.3,111.61,113.49,102.12,105.24,117.3,131.96,125.15,98.8,119.69,116.94,113.5,116.59,117.74,107.86,121.06,113.75,116.16,115.96,113.39,114.13,5.8,6.4,6.8,10.1,10.4,2.5,5.3,5.7,8.3,9,3.4,3.8,6.4,10.9,8.2,6.8,5.2,4,5.4,4.6,8.3,5.8,7.6,5.8,16.6,6.7,0.405600011,0.103399999,0.080499999,0.131799996,-0.40259999,-0.787299991,0.483599991,-0.776799977,-0.384900004,-0.719900012,0.336699992,-0.73119998,-0.179800004,-0.1215,0.057700001,-0.1294,0.350600004,0.862900019,0.576799989,0.862100005,-0.219799995,-0.185200006,0.208399996,-0.155300006,-0.202800006,-0.252299994,-0.419,-0.284399986,0.338499993,0.215700001,0.454899997,0.250400007,4.82,0.78,151.8743516,0.338499993,0.215700001,0.250400007
2018,-0.0463853009575379,-0.0687018735999351,-0.239646405837603,-0.102683199106929,-0.0151370758626804,-0.0641313631607029,-0.0482514444945293,-0.0817171993080215,-0.0706177299553091,-0.0329871314938588,-0.0166935908707226,-0.12863882387361,-0.0392833716515713,-0.0503192353124727,-0.171686283560274,-0.0853779021900215,-0.055696373083174,0.00673865729114365,-0.0248432144961425,-0.11051519482386,-0.00686017913923387,-0.338027498821738,-0.0771495408902115,-0.053923616455223,-0.0541474250587257,-0.0666454059593828,115.13,107.37,120.65,109.44,103.1,125,111.6,115.17,102.74,105.51,118.3,138.65,127.34,98.6,126.02,119.78,116.84,111.25,120.32,109.48,125.58,116.1,119.56,118.04,114.96,113.24,5.4,6.2,6.3,9.2,9.7,2.3,5.3,6.5,8.4,9.3,3.2,3.6,6,10.9,8,6.7,5.7,4.3,5.2,4.1,7.7,5.6,7.1,5.7,16.1,6.3,0.479999989,0.369899988,0.051199999,0.390700012,-0.335799992,-0.609600008,0.524200022,-0.602500021,-0.34009999,-0.521300018,0.426099986,-0.538399994,-0.072800003,0.0178,0.101899996,0.0091,0.426400006,0.944700003,0.813300014,0.942700028,-0.150299996,-0.0095,0.310000002,0.0155,-0.159500003,-0.130500004,-0.378600001,-0.118299998,0.446500003,0.501900017,0.672999978,0.529600024,2.39,1.65,148.2403595,0.446500003,0.501900017,0.529600024
2018.25,0.0184180267810095,0.0496348889274338,0.189091233936115,0.145569057827739,0.0821819163778748,0.0734170773122977,0.0506666804446143,0.0888652025184671,0.0494796403917777,0.00831881436775528,0.000970008046505821,0.11544708622752,0.0466879310344828,0.0409038546943228,0.169820520560032,0.0841145531936782,0.0208673319243426,0.0690974098865005,0.0640809880942288,0.0256449113623225,0.0303550404617963,0.221166056813864,0.096601196737425,0.0724054986811065,0.0650144340866778,0.0500643695329532,118.94,108.51,124.03,109.26,104.01,128.7,115.88,116.43,103.96,106.42,120.6,142.52,130.44,99.2,129.91,123,117.9,115.49,122.64,111.95,128.49,119.66,120.98,119.93,117.9,114.04,5.1,6.3,6.3,8.3,8,2.3,5.2,5,7.4,9.1,3.3,3.4,5.9,10.9,7.6,6.1,5.6,4,5,3.8,7.3,5.3,6.7,5.2,15.4,6.4,0.419200003,0.549600005,-0.136399999,0.558099985,-0.169699997,-0.446799994,0.408899993,-0.438800007,-0.328700006,-0.325899988,0.414900005,-0.353599995,0.0097,0.212200001,0.1303,0.198200002,0.452699989,1.01030004,0.78549999,1.006299973,-0.069300003,0.124399997,0.307300001,0.152899995,-0.0757,-0.145899996,-0.38409999,-0.1241,0.498400003,0.674899995,0.754100025,0.697099984,2.58,4.67,170.5874613,0.498400003,0.674899995,0.697099984
2018.5,-0.00332292133113454,-0.0602702877210493,0.113709538937065,0.167873869156703,0.00484508213765866,0.00460894618793195,-0.0193047534902476,-0.0105857445306986,-0.021098845960863,-0.0142815915299506,0.00203535458257575,0.0359180049064611,0.0263474770169945,-0.0017880985460228,0.0324911180358454,0.0880741127348643,-0.00354656393860775,0.0381100524985416,-0.0451469590567126,0.0189448016524965,0.00374617607991823,0.205471465410921,0.0552104791407859,0.00600294729542328,-0.0221949002381335,-0.101125270739938,120.1,110.64,124.99,112.32,103.12,131.9,116.13,116.71,103.49,108.65,123.1,148.49,133.31,98.4,128.34,124.35,120.78,119.27,126.45,113.43,129.72,118.88,120.68,122.67,120.48,115.16,5.3,5.8,6.4,8,8.2,2.3,4.8,5.4,7.2,8.9,3.2,3.6,5.7,10,7.2,5.9,5.9,3.7,4.8,3.8,7.2,5.1,6.2,5.1,14.9,6.5,0.33950001,0.705500007,-0.235100001,0.700800002,-0.088600002,-0.350699991,0.303900003,-0.343400002,-0.193399996,-0.098899998,0.312700003,-0.126699999,0.114200003,0.528400004,0.343300015,0.503499985,0.440400004,1.100499988,0.853299975,1.093099952,0.0185,0.238000005,0.323700011,0.266299993,0.024700001,-0.243000001,-0.389200002,-0.228599995,0.53670001,0.74150002,0.775900006,0.762300014,2.62,1.27,199.8188005,0.53670001,0.74150002,0.762300014
2018.75,0.0704331460412517,0.113296471152704,0.028572529897563,-0.142024509315533,-0.00285578296049505,0.0217478116051859,0.0335795948385371,0.0617320878008376,0.0439203278589217,0.0592351609227848,0.018957315785217,0.0527208537037172,0.026892471841226,0.0232953277268262,0.0480392156862743,-0.0264692736212102,0.0435518229874376,-0.0389211462820753,0.0281761618798304,0.135970345615703,0.00127048323994838,0.0851687190743702,-0.0304800508663171,0.0251394842851296,0.0415899911641355,0.160396876274841,121.15,110.06,126.15,113.54,107.04,134.4,114.74,119.96,103.15,108.58,124.6,152.32,134.23,98.3,132.93,125.59,123.92,123.77,128.2,116.11,132.34,119.83,124.06,125.55,120.97,114.96,5.1,5.8,5.8,7.7,7.9,2.1,5.2,4.5,6.7,8.8,3.1,3.6,5.5,10.5,7,6.1,5.2,3.9,4.6,3.9,6.7,5.1,6,4.5,14.6,6.6,0.280299991,0.710799992,-0.213599995,0.701799989,0.0042,-0.2192,0.244100004,-0.212400004,-0.216700003,0.083700001,0.297100008,0.0438,0.271800011,0.825200021,0.431600004,0.794399977,0.282599986,1.043599963,0.706200004,1.031499982,0.0107,0.284799993,0.314300001,0.31189999,0.069899999,-0.144299999,-0.380899996,-0.1017,0.531400025,0.92869997,0.887199998,0.943599999,4.94,-1.41,246.5378015,0.531400025,0.92869997,0.943599999
2019,-0.0494424638567629,-0.0663904408142003,-0.242167591065807,-0.0882056939364029,-0.0275811974680916,-0.0604815697316791,-0.0483658650969485,-0.0924693899664102,-0.0578962638932286,-0.0296869991316986,-0.012434771598656,-0.135640178999631,-0.0567603894784552,-0.0540313832520708,-0.196830462774445,-0.0854077781883742,-0.0436915632691807,-0.0130183972560025,-0.0194890808457704,-0.115953741588611,-0.00175099422891489,-0.346431907982138,-0.079497479198262,-0.0525342523325208,-0.0512910137160094,-0.0656103768163533,121.53,111,129.45,117.55,107.93,137.2,114.86,121.99,103.09,108.55,124.6,165.03,132.98,97.7,134.04,129.2,125,118.53,130.34,118.34,137.14,119.91,126.39,126.98,122.88,114.97,5.1,5.7,5.5,6.9,7.9,2,5.2,4.5,6.7,8.7,3,3.3,5.1,10.4,6.7,6.2,5.5,4.3,4.6,3.7,6.6,4.9,5.8,4.7,14.2,7,0.171200007,0.657500029,-0.312299997,0.643700004,0.127900004,-0.147400007,0.0306,-0.138500005,-0.146699995,0.158099994,0.1523,0.121399999,0.429800004,0.890699983,0.230000004,0.867399991,0.132799998,0.873099983,0.3222,0.858900011,0.203199998,0.271699995,0.050299998,0.299499989,0.139400005,-0.189400002,-0.441599995,-0.151800007,0.575699985,0.975600004,0.789600015,0.99089998,4.57,1.16,239.9051244,0.575699985,0.975600004,0.99089998
2019.25,0.00625844735580938,0.0506379178790672,0.199621699139551,0.134574360824852,0.0800751237835069,0.0726098661491954,0.0537230951191412,0.0769377716223314,0.0529282027106099,0.0145197435114601,-0.0096116069976302,0.112410186811432,0.0586847342145074,0.0427578033726594,0.157166346944368,0.0800377108994295,0.0412428187424234,0.0524050232998974,0.0625373301190053,0.025712498900317,0.0259169197647149,0.221202235955609,0.0837248135366804,0.0596389283179559,0.0546788234125766,0.0529193666255621,125.79,111.84,130.26,120.6,112.73,140.6,117.45,123.14,104.68,109.85,127.8,170.54,133.7,99.1,140.19,131.11,131.35,122.76,132.15,121.1,140.65,121.79,131.03,128.83,124.27,116.51,4.8,5.5,5,6.7,7.2,2,5,5,6.9,8.4,2.9,3.3,5.2,9.9,6.3,6.1,5.4,3.8,4.4,3.3,6.7,4.9,5.7,4.2,14.1,6.5,-0.0502,0.421400011,-0.574599981,0.404700011,0.125100002,-0.205200002,-0.295399994,-0.194499999,-0.138999999,0.072999999,-0.181899995,0.0403,0.485799998,0.634599984,-0.2227,0.630900025,0.0016,0.5898,-0.334500015,0.577700019,0.370299995,0.136500001,-0.358900011,0.1699,0.186199993,-0.319299996,-0.606599987,-0.321500003,0.564899981,0.774200022,0.467599988,0.798699975,3.13,4.13,249.7731355,0.564899981,0.774200022,0.798699975
2019.5,-0.00368569268948538,-0.0570444104134763,0.102385737105168,0.159378127835515,0.0262013910844134,0.0144291686039977,-0.0162802624194454,0.00458980044345902,-0.013299254602766,-0.0152289720364838,0.0211567329443274,0.0402539103849924,0.0326232920664236,0.00155726704469883,0.0427471876850207,0.0876194578907392,-0.00765187753621344,0.0336597996172463,-0.0431489859898189,0.0163810021022799,0.00111251118366495,0.176423211672953,0.0395424803032325,0.0068338321786634,-0.0222569237293618,-0.0951651695871988,127.81,115.37,131.97,121.36,105.64,143.4,118.72,126.16,104.02,112.33,129.6,173.22,135.63,98.8,144.58,132.36,134.41,126.44,134.49,123.59,143.67,123.57,134.6,131.33,126.26,118.54,4.8,5.3,5,6,7,2,4.8,4.1,6.7,8.3,2.9,3.4,5,9.8,6.3,6.2,5.7,4.2,4.3,3.2,6.5,4.9,5.7,4.7,14.1,7.1,-0.441100001,-0.054400001,-0.784300029,-0.072999999,-0.083700001,-0.336699992,-0.466500014,-0.32949999,-0.291999996,-0.202299997,-0.476700008,-0.235400006,0.265500009,0.221900001,-0.567200005,0.228100002,-0.168200001,0.152700007,-0.908900023,0.147400007,0.339300007,-0.231199995,-0.749100029,-0.2042,0.115199998,-0.190200001,-0.789300025,-0.197600007,0.397300005,0.269800007,-0.0307,0.3037,2.58,-0.45,284.5027727,0.397300005,0.269800007,0.3037
2019.75,0.048935855947793,0.106685349863212,0.0309058614564832,-0.150103678363092,-0.0157892709978049,0.00751817634804741,0.0317009874078045,0.0382943033085394,0.0409257781324821,0.0405045699994864,0.0038965983796484,0.0437669671161336,0.0290311530918164,0.0160211347422983,0.0210651828298887,-0.0273087346258079,0.0433662625609985,-0.0241777390546721,0.0268021934093226,0.122807773872333,-0.00587922898579196,0.115353719762666,-0.0195799427868439,0.0164852869333831,0.0388523416935886,0.157079775634419,128.74,114.72,133.99,124.9,106.51,146.4,117.5,129.79,103.29,112.69,132.7,171.88,135.32,98.5,144.69,133.77,137.19,130.86,136.54,127.06,146.07,125.49,137.58,131.62,125.44,118.73,4.6,5.3,5.2,6.6,6.5,2.1,5.1,4.2,6.8,8.3,3,3.2,4.8,9.7,6.1,6.6,5.8,4.1,4.4,3,6.7,4.9,5.7,4.1,14,7.1,-0.561699986,-0.335599989,-0.687900007,-0.348699987,-0.2236,-0.506500006,-0.317999989,-0.498400003,-0.46360001,-0.484200001,-0.497799993,-0.5176,-0.035100002,-0.182300001,-0.552999973,-0.172800004,-0.191300005,-0.142499998,-1.274999976,-0.142499998,0.140799999,-0.416599989,-0.726199985,-0.396600008,-0.051399998,-0.077,-0.75120002,-0.103600003,0.199300006,-0.035500001,-0.031599998,0.001,2.83,0.53,259.2141177,0.199300006,-0.035500001,0.001
2020,-0.0724320061855617,-0.0873343211895151,-0.269786716964707,-0.110929682827496,-0.0543099737840904,-0.095243331349771,-0.0549737970310719,-0.0961693805535478,-0.0704581400137569,-0.0835031119381758,-0.0257502123994908,-0.155499079603552,0.00989206513798213,-0.109404468420876,-0.189067452594117,-0.098253321903129,-0.055008270388749,0.0380580357142857,-0.0444756318858981,-0.122895704037977,-0.0413156234997317,-0.361018357108367,-0.104904302603332,-0.0710787070649227,-0.101988160906933,-0.0673291501483367,131.26,115.24,135.54,128.25,109.13,149,118.28,135.98,104.28,113.87,133.8,178.74,134.3,99.4,145.77,137.26,142.67,125.06,139.3,131.66,151.67,129.62,142.98,132.99,126.92,120.2,4.7,5.1,5.1,6.4,6.7,1.9,4.9,4.9,6.8,7.9,3.3,3.5,4.8,8.9,7.4,7.2,6.4,4,4.3,3,6.7,5.1,6,4.5,14.1,7.4,-0.640900016,-0.354600012,-0.606299996,-0.371100008,-0.372599989,-0.433999985,-0.397599995,-0.433200002,-0.636900008,-0.3926,-0.503600001,-0.44690001,-0.0057,-0.245700002,-0.504599988,-0.230399996,-0.266200006,-0.180899993,-1.572999954,-0.184900001,-0.0079,-0.504000008,-0.80309999,-0.493699998,-0.068700001,0.336800009,-0.702199996,0.401199996,-0.0027,-0.0405,-0.260699987,-0.0113,-9.16,-1.13,271.7290562,-0.0027,-0.0405,-0.0113
2020.25,-0.106349504272749,-0.067471439016716,0.116547656007451,-0.0150557382650665,-0.0656626256775209,-0.0325281135838832,-0.0331364906628643,-0.0286937297144738,-0.025484641815174,-0.113523914527774,-0.110096162503157,-0.0495118085585146,-0.0539361534557291,-0.0897448668301976,0.0523440535783675,0.00259058121709765,-0.0390166931089191,-0.0943626133390676,-0.0296532007735133,-0.077796074384399,-0.127138115905029,0.0811973064447442,-6.75595791036487e-05,-0.0566808304528744,-0.14151367145944,-0.056236842581478,134.09,116.61,134.07,130.57,109.48,151.5,120.79,128.1,105.36,115.52,136.2,174.9,134.15,102.4,142.3,140.25,148.74,127.57,142.6,134.31,154.34,129.77,143.75,135.56,126.98,120.3,6.9,5.4,6.6,7.1,7.3,2.5,5.5,7.1,7.8,7.2,3.6,4.5,5.3,8,8.5,8.4,6.5,4.8,4.9,3.2,6,6.7,6.5,5.2,15.4,8.6,-0.703100026,-0.223399997,-0.662599981,-0.25150001,-0.248099998,-0.035100002,-0.610899985,-0.0436,-0.795700014,-0.136700004,-0.852100015,-0.222900003,0.202000007,-0.0339,-0.485100001,-0.0151,-0.204799995,-0.055799998,-1.866299987,-0.0623,-0.067199998,-0.43689999,-0.883400023,-0.447600007,0.039000001,0.799300015,-0.701600015,0.994099975,-0.213100001,-0.141200006,-1.363199949,-0.114399999,-34.72,2.15,373.0181846,-0.213100001,-0.141200006,-0.114399999
2020.5,0.106246486660119,0.0336526858390238,0.177021465910355,0.211183625680276,0.100943229120539,0.0831036461758627,0.0368129527055816,0.0673156085040438,0.0317010059972915,0.130583902884208,0.109084858569052,0.141257313191948,0.114082350927986,0.151463987620943,0.105410630117944,0.154120589315981,0.057558927241568,0.0618124258013455,0.0106452765653318,0.0844739980952169,0.131735550205863,0.235663790984395,0.138990704299895,0.10823521174425,0.139372635196537,-0.0390424267215483,138,119.05,138.81,129.75,104.21,155.4,123.65,131.08,105.79,117.8,140.3,181.59,134.55,99.8,147.08,140.85,152.97,129.81,146,137.06,153.61,126.38,145.89,135.65,128.56,122.95,6.4,6.5,6.2,7.9,8.2,2.8,6.3,7.9,8.3,8.9,3.9,4.3,7,10.9,8.6,9.2,7.7,5.4,5.2,3.4,8.3,6.3,7,5.1,16.4,9.3,-0.737299979,-0.309799999,-0.643899977,-0.336699992,-0.314099997,-0.190200001,-0.999499977,-0.197099999,-0.801900029,-0.379999995,-1.362800002,-0.4551,0.169400007,-0.145799994,-0.928600013,-0.121600002,-0.245100006,-0.093500003,-2.301599979,-0.099399999,-0.343600005,-0.637099981,-1.158699989,-0.666899979,0.070299998,0.440499991,-0.962899983,0.522199988,-0.623700023,-1.081099987,-2.021199942,-1.035099983,47.93,-2.73,314.5332984,-0.623700023,-1.081099987,-1.035099983
2020.75,0.0361886281462456,0.104675800190043,0.00665242945967903,-0.0916918780544568,0.0256018341612534,0.0113866362234665,0.0465612068777539,0.0569218204092743,0.0650518366074504,0.0527222838044372,0.0232353256923119,0.0620075615457878,0.00624910055018657,0.0179451003197946,0.0521692996934686,-0.0407201248818962,0.0456196019208253,-0.0259391771019678,0.0356619239506946,0.121096500214197,-0.0047164888250526,0.152670090812567,-0.0146716428977482,0.0173216241260215,0.0378949098427914,0.162587837006442,138.71,121.45,141.23,132.95,109.1,159.5,125.98,136.01,106.95,119.27,144.3,179.08,136.28,100,147.92,146.35,160.08,133.01,148.37,138.42,157.69,127.97,147.47,138.43,127.55,124.99,6.3,6,6.3,8.3,8.2,3.1,5.9,7.8,8.1,8.1,3.7,4.1,6.4,9.6,8.1,8.8,6.5,5.2,5,3.3,7.2,6,7,5.2,16.2,8.9,-0.783699989,-0.504400015,-0.670000017,-0.523800015,-0.4736,-0.436100006,-1.249899983,-0.440899998,-0.914600015,-1.002200007,-1.733299971,-1.055199981,0.093400002,-0.694400012,-1.5977,-0.642700016,-0.361999989,-0.207800001,-2.244400024,-0.2104,-0.514900029,-0.87650001,-1.359200001,-0.918900013,-0.032400001,0.2086,-1.204900026,0.183899999,-1.083999991,-1.947399974,-2.292299986,-1.894799948,5.19,0.73,323.7933214,-1.083999991,-1.947399974,-1.894799948
2021,-0.0804267547588221,-0.0574676987367622,-0.217976156951094,-0.0479217170224088,-0.011804847439015,-0.0707593095182952,-0.048589452224726,-0.0726812200828556,-0.0884740152558859,-0.0386843040987266,-0.0283845204545874,-0.149738433317481,0.0531161473087818,-0.0378488939621328,-0.170765869236372,-0.0713651011166188,-0.00231250456415377,0.0813054790327519,-0.0262290564441101,-0.108811100745881,-0.0312269050234694,-0.337523807939584,-0.0857284763228263,-0.0485131400536158,-0.0535358816038836,-0.0494790549283111,144.08,122.41,145.72,134.19,102.84,168.9,129.02,144.93,108.57,120.15,146.3,195.95,138.34,101.1,149.97,153.69,167.17,130.82,153.72,141.16,161.7,131.45,145.74,142.65,128.12,128.9,7.1,6.7,5.8,9,7.8,3.2,6.1,6.8,8.1,8.1,3.9,4.4,7.1,10,7.8,7.6,5.7,4.2,4.8,3.8,7,5.9,7.2,5.3,15.8,9.2,-0.985199988,-0.754499972,-0.263399988,-0.769699991,-0.932799995,-0.886699975,-0.861699998,-0.89319998,-1.260900021,-1.643100023,-1.219200015,-1.690799952,-0.663200021,-1.559399962,-1.664299965,-1.510800004,-0.665199995,-0.800300002,-1.999500036,-0.7949,-0.767799973,-1.237400055,-1.244199991,-1.291200042,-0.546899974,0.194000006,-1.103600025,0.045200001,-1.16779995,-1.760900021,-1.715800047,-1.728000045,5.96,5.35,236.9876601,-1.16779995,-1.760900021,-1.728000045
2021.25,0.0729053733320049,0.0549090223458391,0.145506487894465,0.12214459452466,0.0568520061912132,0.0853498006117155,0.0762568961886714,0.078470405777644,0.069657951475321,0.0246639720257438,0.0115864318118364,0.148793447862565,0.0305482466163056,0.0582315439875818,0.170664144314573,0.064375554812603,0.0162413181736853,0.0389936661830792,0.100550957288289,0.0246732219573964,0.0532611020764768,0.178493185941257,0.0935804081453475,0.0696103387507343,0.0618523007981524,0.0532393730407523,149.12,124.78,146.23,139.03,104.23,177.6,136.23,148.69,111.18,122.12,151.8,204.4,141.65,102.8,159.51,158.87,168.74,134.42,160.55,145.5,166.4,133.61,150.53,149.21,131.15,133.44,6.7,6.3,5.4,8,8,3,5.1,6.7,8,8,3.7,4.1,7.1,9.8,7.8,7.7,5.7,3.7,4.4,3.6,7.2,5.5,6.9,4.5,15.6,9.2,-1.153599977,-1.057399988,0.159199998,-1.067899942,-1.17019999,-1.186699986,-0.488400012,-1.191400051,-1.599599957,-1.831599951,-0.665700018,-1.898699999,-1.230200052,-1.992300034,-1.312100053,-1.958400011,-1.083400011,-1.477200031,-1.519899964,-1.468199968,-1.130399942,-1.431300044,-0.908299983,-1.511199951,-0.966400027,0.192499995,-0.751900017,-0.0601,-1.455199957,-1.960700035,-1.409500003,-1.940700054,10.93,4.47,189.4577026,-1.455199957,-1.960700035,-1.940700054
2021.5,0.0256787351942735,-0.0519970175614863,0.209041087277719,0.180047225501771,0.0580183630935616,0.0129577113096833,-0.00206920407642597,0.00734047348200284,-0.00336544538543493,0.00516892699667548,0.028879132312716,0.0301972226762606,0.067601454132608,0.0332386438840704,0.0589446143783305,0.120151638234498,-0.00776279460605822,0.083029663181555,-0.0289437724638787,0.0400502868661949,0.0315210715500429,0.179524602170584,0.045591164767453,0.0225883549453343,0.00808892331896871,-0.103965148750224,153.52,128.04,150.9,141.44,106.8,189.8,139.81,153.71,110.92,126.11,158.2,211.94,148.81,103.9,165.31,167.44,173.22,137.52,169.59,149.28,171.3,133.78,157.59,153.15,133.92,136.89,5.5,6.3,4.9,6.8,6.7,2.7,4.8,6,7.3,7.9,3.4,3.9,5.5,9.4,7.3,6.8,5.3,3.7,3.9,3.2,6.5,5.5,6.7,4.7,14.9,8.9,-1.354200006,-1.305600047,0.517499983,-1.316799998,-1.389500022,-1.355499983,-0.093099996,-1.363000035,-1.920600057,-1.733800054,-0.186199993,-1.834400058,-1.475900054,-2.093300104,-0.915400028,-2.070600033,-1.526100039,-2.221600056,-0.967599988,-2.205699921,-1.444700003,-1.529700041,-0.543500006,-1.636500001,-1.333500028,0.635800004,-0.360199988,0.418599993,-1.667199969,-1.929800034,-1.044499993,-1.927999973,12.35,2.97,209.0852011,-1.667199969,-1.929800034,-1.927999973
2021.75,0.0490785131063753,0.116670571304261,0.0384382041948346,-0.118340420210105,-0.000195211982466303,0.0149268842385131,0.0876812151117288,0.0453625380862079,0.0586083738542966,0.056468931412686,0.0177925162321411,0.0719822027776091,-0.00167586493383176,0.0253305948620912,0.0350985557271324,-0.0355837475101046,0.0534661450981972,-0.0343699883651457,0.0383480653143866,0.149078123360039,0.0210740557119848,0.108548100848533,-0.0131779114018208,0.0487140214429216,0.0540730528081188,0.174627706501982,157.34,128.62,154.48,144.99,103.44,200.6,140.05,163.78,111.12,127.52,162.5,219.86,155.1,104,171.79,175.36,179.48,138.99,175.9,155.15,175.96,137.51,163.21,160.26,135.58,138.62,5.3,5.8,4.5,6.2,6.3,2.3,4.5,5.3,7,7.5,3.4,3.7,5.2,8.9,7.3,6.6,4.3,3.4,3.8,2.9,6.3,5.6,6.5,4.6,13.5,8.2,-1.603199959,-1.518399954,0.976300001,-1.535400033,-1.490700006,-1.45720005,0.2412,-1.464599967,-2.253099918,-1.539199948,0.232600003,-1.677800059,-1.721099973,-2.147099972,-0.516300023,-2.138600111,-1.935299993,-2.549200058,-0.708400011,-2.540199995,-1.778599977,-1.554999948,-0.218500003,-1.687399983,-1.658699989,1.286000013,0.037700001,1.158300042,-1.866299987,-1.723799944,-0.612399995,-1.743100047,9.21,7.11,229.6652118,-1.866299987,-1.723799944,-1.743100047
2022,-0.0403458432689879,-0.0604465757530346,-0.260793723657305,-0.0756941735522537,-0.0159217579608789,-0.0623706980677899,-0.07851051373231,-0.0766377236965472,-0.0856041367595242,-0.0369860981839826,-0.0132746751948031,-0.158155119367405,-0.00756356269720304,-0.0422634769009549,-0.150955648770556,-0.0807415428422467,-0.0625813465631555,-0.047837697017064,-0.0292365953096421,-0.106619605956625,-0.0136184646122036,-0.334720423011431,-0.112433315664315,-0.0911289404802549,-0.047673579336276,-0.0717017260320086,164.63,130.02,162.52,152.25,103.95,210,141.45,175.37,112.23,128.6,163.1,241.42,159.07,105.7,176.06,183.12,184.34,139.69,182.94,160.3,182.64,139.82,166.42,166.93,139.05,142.19,4.7,5.4,4.4,6.4,5.8,2.2,4.3,5.3,6.8,7.4,3.1,3.6,4.9,8.2,7,6.2,4.2,3.6,3.6,2.9,5.8,5.7,6.3,4.1,13.2,7.7,-1.848199964,-1.53489995,1.607300043,-1.568400025,-1.426900029,-1.214699984,0.555999994,-1.226400018,-2.376899958,-0.805999994,0.928499997,-0.985499978,-1.890100002,-1.973999977,0.085000001,-1.987300038,-2.226399899,-2.403399944,-0.425199986,-2.413000107,-2.182399988,-1.31309998,0.259200007,-1.485399961,-1.817000031,1.934100032,0.649200022,1.920400023,-1.995800018,-1.25999999,-0.137400001,-1.299200058,8.35,15.67,251.174454,-1.995800018,-1.25999999,-1.299200058
