Date,Austria_GDP,Belgium_GDP,Bulgaria_GDP,Croatia_GDP,Cyprus_GDP,Czechia_GDP,Denmark_GDP,Estonia_GDP,Finland_GDP,France_GDP,Germany_GDP,Hungary_GDP,Ireland_GDP,Italy_GDP,Latvia_GDP,Lithuania_GDP,Luxembourg_GDP,Malta_GDP,Netherlands_GDP,Poland_GDP,Portugal_GDP,Romania_GDP,Slovakia_GDP,Slovenia_GDP,Spain_GDP,Sweden_GDP,Austria_INFLA,Belgium_INFLA,Bulgaria_INFLA,Croatia_INFLA,Cyprus_INFLA,Czechia_INFLA,Denmark_INFLA,Estonia_INFLA,Finland_INFLA,France_INFLA,Germany_INFLA,Hungary_INFLA,Ireland_INFLA,Italy_INFLA,Latvia_INFLA,Lithuania_INFLA,Luxembourg_INFLA,Malta_INFLA,Netherlands_INFLA,Poland_INFLA,Portugal_INFLA,Romania_INFLA,Slovakia_INFLA,Slovenia_INFLA,Spain_INFLA,Sweden_INFLA,Austria_UNEMP,Belgium_UNEMP,Bulgaria_UNEMP,Croatia_UNEMP,Cyprus_UNEMP,Czechia_UNEMP,Denmark_UNEMP,Estonia_UNEMP,Finland_UNEMP,France_UNEMP,Germany_UNEMP,Hungary_UNEMP,Ireland_UNEMP,Italy_UNEMP,Latvia_UNEMP,Lithuania_UNEMP,Luxembourg_UNEMP,Malta_UNEMP,Netherlands_UNEMP,Poland_UNEMP,Portugal_UNEMP,Romania_UNEMP,Slovakia_UNEMP,Slovenia_UNEMP,Spain_UNEMP,Sweden_UNEMP,FCI_house_BE,FCI_corpo_BE,FCI_gov_BE,FCI_total_BE,FCI_house_FR,FCI_corpo_FR,FCI_gov_FR,FCI_total_FR,FCI_house_GE,FCI_corpo_GE,FCI_gov_GE,FCI_total_GE,FCI_house_IT,FCI_corpo_IT,FCI_gov_IT,FCI_total_IT,FCI_house_LU,FCI_corpo_LU,FCI_gov_LU,FCI_total_LU,FCI_house_NT,FCI_corpo_NT,FCI_gov_NT,FCI_total_NT,FCI_house_SP,FCI_corpo_SP,FCI_gov_SP,FCI_total_SP,FCI_house_EU,FCI_corpo_EU,FCI_gov_EU,FCI_total_EU,GDP,Infla,EPU_world,FCI_house,FCI_corpo,FCI_total
2022.25,0.0363742156454354,0.0599215691278392,0.139700569054286,0.15388747146502,0.0390505221767283,0.0757824913441991,0.0308608842478197,0.022868747516666,0.0577670879678807,0.0182152250924232,-0.0175273140179482,0.144628114631145,0.0312359243677345,0.0507048079933468,0.101393252852654,0.0335714675246768,0.0142927147990852,0.082116351448408,0.0865939045079489,-0.00912335529538866,0.0395705904381476,0.186119777235529,0.0874622629620903,0.0691083633328116,0.0639053972520873,0.0376217780125985,169.43,132.18,167.58,157.94,106.35,217.2,143.96,189.36,113.81,130.83,166.1,255.23,161.89,108.1,185.56,193.91,188.4,144.63,188.58,163.5,188.31,144.94,175.57,172.43,141.71,142.86,4.4,5.8,4.4,7.2,6.4,2.3,4.3,5.8,6.5,7.5,3.1,3.3,4.4,8.1,6.6,5.7,4.6,3.7,3.4,2.8,6.2,5.6,6.3,4.3,13,7.7,-1.833099961,-1.231600046,2.642999887,-1.28579998,-1.087200046,-0.559199989,1.272699952,-0.578299999,-2.334000111,0.421000004,2.007200003,0.193399996,-1.972499967,-1.218199968,1.386100054,-1.281900048,-2.420900106,-2.072900057,0.392399997,-2.112200022,-2.416199923,-0.569899976,1.333899975,-0.78549999,-1.774600029,2.258699894,1.654099941,2.32949996,-1.971899986,-0.417600006,0.717599988,-0.479900002,9.6,9.21,289.7759074,-1.971899986,-0.417600006,-0.479900002
2022.5,-0.00573943378916197,-0.0603702451547403,0.19885873926353,0.149457199381556,0.0454466548623407,-0.00310447504487943,-0.0173146110056925,0.0176960593897018,-0.0188632502831256,-0.0160267209879874,0.0249759427801461,0.00783685741364093,0.0735365353586159,0.00514385725808908,0.028509224676714,0.11241729366947,-0.00867219582897183,0.0672882427307206,-0.0481205621598492,0.0436721774952857,0.0162556866583292,0.171444501231241,0.0571303331385156,-0.00408948056764724,-0.00106139291768614,-0.0944988707634842,173.59,134.96,174.43,162.44,109.95,219.4,144.39,190.94,112.41,134.34,164.8,262.98,166.47,106.9,187.79,199.7,192.3,146.23,189.95,167.38,193.82,143.2,180.57,176.4,144.15,138.46,4.9,5.4,3.9,7.2,6.4,2.2,4.6,5.8,7.1,7.2,3.2,3.6,4.2,8.2,7,6.1,5,3.3,3.6,2.9,6.2,5.5,6,4,13,7.1,-1.509600043,-0.622399986,3.246299982,-0.694899976,-0.514800012,0.129899994,1.842300057,0.108999997,-1.917999983,1.66050005,2.811700106,1.414499998,-1.466400027,-0.133100003,2.460900068,-0.225700006,-2.296999931,-1.383299947,0.887199998,-1.451900005,-2.269999981,0.46509999,2.308000088,0.231199995,-1.246500015,1.809900045,2.335700035,1.89320004,-1.605499983,0.462700009,1.407899976,0.390700012,7.63,7.92,285.3416549,-1.605499983,0.462700009,0.390700012
2022.75,0.0449151248134312,0.105469442315043,0.0413919050688349,-0.130450817893869,-0.0260693411264612,0.0086199645884868,0.0499116389431276,0.0203358921073835,0.041772625617718,0.0489500264187792,0.00536259971756992,0.045507607299895,0.0131731148995569,0.0123290430844154,0.00855839416058379,-0.0508366851331866,0.0179184976403792,-0.0313897361485386,0.0411140643174628,0.0968459506019661,-0.000885056369396287,0.125728790703209,-0.020651526344637,0.0423073530708848,0.0388396369403856,0.13893269478175,166.32,134.55,175.14,170.11,108.27,214.5,140.99,191.38,108.53,133.5,156.1,258.43,168.41,106.8,186.61,203.46,189.35,147.24,185.89,169.64,195.91,146.83,179.07,178.83,142.99,133.49,5,5.7,3.8,6.5,6.5,2.3,4.6,5.5,6.8,7.2,3.1,3.9,4.3,7.8,6.7,6.2,4.6,3.3,3.5,2.8,6.5,5.6,6,3.6,13,7.5,-0.621900022,0.429500014,3.326900005,0.349599987,0.204999998,0.88410002,2.370599985,0.862699986,-1.217599988,2.683000088,3.284399986,2.453099966,-0.3741,1.044199944,2.99180007,0.957499981,-1.420300007,-0.282700002,1.431900024,-0.364800006,-1.532799959,1.738899946,3.077300072,1.522400022,-0.296400011,0.810599983,2.61619997,0.890600026,-0.794799984,1.381199956,2.022799969,1.317800045,6.85,4.29,298.8616135,-0.794799984,1.381199956,1.317800045
2023,-0.0484560937655444,-0.0683151649544574,-0.281377208922181,-0.106268140349126,-0.0230504313431309,-0.0582589247532544,-0.039331777639799,-0.108589479809631,-0.0590741770667197,-0.0254543639281758,-0.00421098884216209,-0.176703202635056,-0.128486888689766,-0.0395920814327667,-0.0546418426242559,-0.100762565337758,-0.0318786456961834,-0.0398972759790883,-0.0538980136303506,-0.11902454853146,-0.0229716040181899,-0.359510974879329,-0.0719430412396219,-0.0761123020798075,-0.051182989860877,-0.0473027752929152,164.35,135.04,177.93,173.56,110.31,211.8,135.13,191.43,106.52,132.32,152,268.81,167.16,106.8,186.4,207.18,181.2,149.89,183.14,169.52,198.55,146.28,178.82,181.96,143.98,132.37,5,5.7,4.1,6.5,6.2,2.5,4.7,5.1,6.7,7.1,3,3.9,4.2,7.8,6.2,7,5.1,3.4,3.6,2.7,6.8,5.6,6.1,3.7,12.8,7.4,0.488499999,1.442499995,2.372699976,1.378299952,0.725199997,1.16260004,2.324300051,1.147799969,-0.317299992,2.66960001,2.898099899,2.519500017,0.662299991,1.52699995,2.45810008,1.48239994,-0.036899999,0.782500029,1.152199984,0.715799987,-0.390799999,2.401200056,2.900500059,2.253299952,0.702300012,-0.505200028,2.035399914,-0.486699998,0.185399994,1.742300034,1.979500055,1.707900047,8.59,6.18,266.969252,0.185399994,1.742300034,1.707900047
2023.25,-0.0031132703795298,0.0441859573140329,0.133973035345561,0.156013585818639,0.0310285853896897,0.0576899062530509,0.0249815445030188,0.0565606639932856,0.0445861191033097,0.0118380676518997,-0.024715783529038,0.132047964015686,0.0419350925157747,0.0247274681889051,0.0330532641773049,0.068841344818005,0.0157264844548484,0.0652464654184182,0.0623983122979082,-0.00849886857959425,0.0376552697508605,0.215816784934998,0.083151982967923,0.0754724661869919,0.0405409737644338,0.0046298111262717,164.68,134.55,185.5,179.63,110.15,211,135.67,198.79,107.45,131.72,150,271.54,166.3,108.8,195.54,212.05,177.25,152.24,180.92,175,204.74,145.14,171.75,185.39,146.97,133.15,5,5.6,4.5,6.1,5.9,2.6,4.9,6.7,7.1,7.3,3,4,4.3,7.6,6.4,6.4,5,3.7,3.5,2.8,6.4,5.6,5.9,3.6,12,7.5,1.592300057,2.247699976,0.971499979,2.210599899,1.150699973,1.312100053,1.847300053,1.304399967,0.603699982,2.251699924,2.088099957,2.200000048,1.715299964,1.792199969,1.465299964,1.804399967,1.286200047,1.593600035,1.344099998,1.555500031,0.841700017,2.664299965,2.321700096,2.600199938,1.560500026,-1.484799981,1.126999974,-1.470000029,1.158100009,1.761199951,1.570299983,1.766199946,5.31,3.75,229.9396918,1.158100009,1.761199951,1.766199946
2023.5,-0.0182407656771146,-0.0662594386169734,0.188965490379372,0.151532226255926,0.0452606635071089,-0.00419233658903084,-0.00721871156981213,0.0153581358400634,-0.0374516991974636,-0.0181737495505897,0.0166699131420274,0.036259446723971,0.00449048095662063,0.00422834332072064,0.0621202015710685,0.108922833761399,-0.00704362503245914,0.0343765880489044,-0.0506595356804372,0.0597096553942149,0.00773404056299598,0.179639153231685,0.0494490598191291,-0.011591926341588,-0.00588251769796866,-0.0795157008888588,164.29,136.31,190.48,180.09,110.65,211.7,138.07,198.26,104.35,132.25,147.9,272.63,168.79,108.7,193.46,217.15,165.52,154.51,182.91,182.88,208.48,150.02,173.2,186.33,150.68,132.61,5.3,5.4,4.4,6.1,5.8,2.6,4.9,7.5,7.4,7.4,3.1,4.1,4.4,7.8,6.5,6.7,5.3,3.7,3.6,2.8,6.4,5.3,5.8,3.8,12.1,7.8,2.266599894,2.587599993,-0.110100001,2.57949996,1.148800015,1.145300031,1.411599994,1.141700029,1.026100039,1.582499981,1.367300034,1.595999956,2.019999981,1.674499989,0.671199977,1.714599967,2.181799889,1.855999947,1.612699986,1.853099942,1.597200036,2.43569994,1.657699943,2.433799982,1.831900001,-1.770599961,0.435699999,-1.732499957,1.710899949,1.541000009,1.140200019,1.575799942,2.81,3.15,227.0638478,1.710899949,1.541000009,1.575799942
2023.75,0.0431441955666219,0.104173599630006,0.0376734205827913,-0.125125824851806,-0.0251481685396896,0.00721496366650376,0.0780235459857137,0.0154952840439866,0.0430765711671526,0.0558367002269675,0.0201875450410731,0.0397723805945465,-0.0212432133067779,0.013363200733109,-0.0141464180432241,-0.0578466674168261,0.0218446601941749,0.00375689969077819,0.0448196557372598,0.117664099713551,0.00564353559642616,0.108203532846093,0.00119481478064309,0.0398077585876766,0.044304582071649,0.139180129207302,161.4,138.28,192.78,186.24,109.95,212.3,140.26,202.4,103.32,128.73,145,277.19,173.69,108.7,188.14,220.4,161.96,157.05,186.07,191.72,211.27,152.28,176.56,191.19,149.13,129.59,5.1,5.5,4.3,5.7,5.5,2.6,5.9,6.4,7.6,7.6,3.2,4.4,4.4,7.4,6.9,7.4,5.4,3.1,3.6,3,6.5,5.7,5.6,3.5,11.9,8.1,2.545099974,2.567500114,-0.826399982,2.577899933,1.284199953,1.172899961,0.922500014,1.173499942,1.305400014,1.163400054,0.639400005,1.218500018,2.151200056,1.559200048,0.0592,1.616000056,2.333699942,1.840800047,1.585299969,1.849599957,2.144599915,2.191499949,1.091799974,2.226300001,1.835999966,-1.711899996,0.041700002,-1.655500054,1.886999965,1.252900004,0.674399972,1.299399972,5.44,-1.22,242.6576572,1.886999965,1.252900004,1.299399972
2024,-0.0396163153223543,-0.0637358743461951,-0.268235702672412,-0.110318322733229,-0.0128403182671385,-0.0680693599061732,-0.0643791684642461,-0.108866394161834,-0.0653257515783747,-0.0266941098812158,-0.0128204252664958,-0.169329981283703,-0.0585212903658016,-0.0392954283526737,-0.0724901801196078,-0.0782881313759642,-0.0177387493301984,-0.0459793280165838,-0.0553683944973747,-0.13872990588319,-0.0361622141673527,-0.3542495447912,-0.102198323726322,-0.0729490838780958,-0.0449832544138641,-0.0566407650492452,159.54,139.36,206.42,189.41,111.53,214.3,136.66,206.38,101.95,125.96,144.1,300.99,177.7,108.5,193.14,227.7,160.9,159.98,189.87,200.04,212.45,154.26,173.51,193.48,153.18,130.3,4.9,5.7,4.6,5.2,5.3,2.7,5.8,7.6,7.9,7.4,3.3,4.5,4.3,7.2,7,7.3,5.8,3.4,3.7,2.9,6.4,5.3,5.6,3.5,11.7,8.3,2.368999958,2.22239995,-0.969699979,2.237699986,1.404299974,1.279800057,0.450700015,1.282500029,1.436800003,0.876600027,0.0403,0.957300007,1.917500019,1.246500015,-0.234400004,1.306599975,2.09010005,1.487100005,1.663599968,1.502699971,2.230400085,1.826099992,0.711000025,1.860200047,1.606600046,-1.386299968,-0.049699999,-1.3204,1.724599957,0.818300009,0.178200006,0.7,4.36,4.13,201.1648703,1.724599957,0.818300009,0.7
2024.25,-3.94930669922466e-06,0.0467673991920556,0.128359722162302,0.154163935015133,0.0306084673891094,0.0711948171844965,0.0522629937474819,0.0783861671469739,0.0592279068457924,0.00273060004472092,-0.0175043143218768,0.130378203126162,0.0226925320108413,0.0283699625941749,0.0272219148814405,0.0556965305747823,0.0176927022691931,0.0577619507484308,0.0774880151755244,0.0214743216882727,0.0383707148683423,0.204392450178503,0.0806419329840029,0.0592628641234716,0.0485887073992046,0.0253124609123185,164.34,138.96,213.53,197.53,112.86,219.9,140.94,212.1,102.11,125.68,146.3,306.51,180.34,112,196.94,234.01,162.41,162.74,194.81,205.92,220.74,155.06,178.7,197.74,158.63,132.13,5.2,5.6,4.2,5.1,4.9,2.6,6.1,7.4,8.3,7.4,3.4,4.4,4.4,6.8,7,7.2,6.4,3.2,3.6,2.8,6.4,5.3,5.4,3.5,11.5,8.3,2.010400057,1.780599952,-0.879199982,1.796399951,1.326500058,1.094499946,-0.050000001,1.101500034,1.422099948,0.513400018,-0.386599988,0.612399995,1.577299953,0.779100001,-0.468699992,0.843500018,1.646999955,1.01639998,1.203299999,1.032999992,1.968700051,1.442499995,0.374799997,1.471300006,1.314800024,-1.192399979,-0.086900003,-1.174900055,1.289000034,0.346300006,-0.158899993,0.39410001,3.22,4.12,201.0720223,1.289000034,0.346300006,0.39410001
2024.5,-0.0125311996461407,-0.064624520297342,0.193945534664538,0.154425553437342,0.0472186392802914,0.0111782865963468,-0.0224873183550236,0.0111348654908248,-0.0115114893390805,-0.00946763103410186,0.0122605567440763,0.00968022051035788,0.100253709349972,0.00436380001220438,0.0512368147377804,0.11759591682265,-0.0224414362519201,0.018459343794579,-0.0425131307758793,0.0228227787094133,0.0103617161171883,0.140496521580048,0.0434693819397611,-0.00618823485288877,-0.00945825667821432,-0.0785210362243088,165.13,141.16,221.91,202.19,113.62,224.7,145.27,211.03,101.35,127.64,147.3,309.04,185.5,112.8,203.62,236.4,162.44,165.3,201.98,209.2,228.89,155.86,183.88,201.07,163.12,133,5.3,5.7,4,5.2,4.7,2.6,6.4,7.7,8.5,7.5,3.5,4.6,4.2,6.1,6.8,7.2,6.7,3,3.6,3,6.4,5.7,5.3,4.3,11.3,8.5,1.614099979,1.402799964,-0.691999972,1.414100051,1.083400011,0.846899986,-0.351399988,0.853399992,1.278699994,0.174799994,-0.598200023,0.281100005,1.199000001,0.306899995,-0.638999999,0.373199999,1.22510004,0.561600029,1.043200016,0.57980001,1.671300054,1.119899988,0.149499997,1.1329,0.979900002,-0.89380002,-0.1193,-0.900699973,0.827400029,-0.039700001,-0.326599985,0.0024,4.4,0.06,226.8670362,0.827400029,-0.039700001,0.0024
